58266.451400164463191 10.2477677 0.0014166
58284.451689246747016 10.2454144 0.0024310
58315.364015868546299 10.2447819 0.0049664
58333.314305039901310 10.2528097 0.0010347
58347.189362875539275 10.2489963 0.0008432
58363.216967454044485 10.2480171 0.0034451
58378.163031958323751 10.2482799 0.0004523
58448.947406984377668 10.2536101 0.0031484
58462.919918605387461 10.2464671 0.0011360
58476.880566521602500 10.2454916 0.0029877
58490.805277535372715 10.2499266 0.0158437
58504.765925421334712 10.2517057 0.0010959
58517.795555141101771 10.2537359 0.0037914
58560.599779736073169 10.2505322 0.0010740
58424.088981430249260 10.2395492 0.0026558
58435.990833001564549 10.2275222 0.0027323
59343.516145485637920 10.2500911 0.0001250
59355.465509092543983 10.2486650 0.0002374
59364.373900548135840 10.2312044 0.0014803
59376.338020702964076 10.2490357 0.0002216
59385.346122569160597 10.2495116 0.0001455
59397.341319507188019 10.2497908 0.0001630
59406.302951236004373 10.2490537 0.0001903
59427.254745231076867 10.2500861 0.0000861
59435.243460787894271 10.2504694 0.0000694
59446.198900652740289 10.2517107 0.0000954
59456.185416546065361 10.2299050 0.0023420
59475.082117795894888 10.2501223 0.0000872
59484.014409546208867 10.2495801 0.0000647
59492.056539233461507 10.2493564 0.0001027
