58259.921075841851350 15.9868253 0.0010648
58276.791504453413522 15.9867359 0.0009923
58307.686064377012808 15.9776716 0.0065382
58276.791504453413522 15.9867359 0.0009923
58340.587858351317565 15.9909887 0.0012824
58355.544224456617988 15.9872622 0.0009949
58371.500821622397690 15.9807476 0.0029393
58389.395497225251638 15.9860895 0.0017743
58440.363205539953068 15.9872292 0.0013808
58467.256840115628726 15.9957843 0.0044999
58481.223159596585077 15.9877639 0.0022280
58510.146886517798129 15.9890324 0.0031973
58524.131955356163238 15.9887901 0.0009335
58552.133460545864547 15.9885828 0.0018358
58566.942372065004135 15.9855849 0.0015359
58781.381631722959603 15.9891070 0.0001261
58792.405358732929567 15.9894429 0.0000669
58804.303969890121096 15.9894251 0.0000516
58833.156863333579085 15.9891132 0.0001016
58844.102638724497391 15.9892890 0.0000481
58854.058425709198316 15.9893247 0.0000278
58865.155358532430686 15.9893716 0.0000343
58893.040427917186958 15.9892895 0.0000273
58903.030242934150785 15.9893607 0.0000692
58914.043495206319372 15.9890845 0.0000636
58922.050092445621596 15.9893037 0.0000581
59001.017361316282873 15.9888856 0.0011088
59008.778124940560714 15.9893938 0.0001298
59015.894155131243828 15.9889089 0.0001656
59022.681944413619442 15.9891132 0.0001268
59032.908507000976733 15.9892949 0.0000687
59044.852199085640284 15.9891389 0.0000797
59062.603819481609732 15.9893560 0.0000980
59075.574016126123697 15.9886869 0.0002085
59082.571470019597648 15.9893378 0.0001261
59093.659548521266656 15.9892317 0.0001166
59100.662962870712127 15.9891941 0.0000775
59113.456134210769685 15.9909736 0.0012780
59133.398784568837380 15.9893050 0.0000428
59156.471354203617929 15.9892666 0.0001187
59166.377199233184387 15.9894156 0.0000767
59175.336631942545513 15.9890545 0.0000359
59187.371006959814521 15.9892476 0.0001889
59196.338252300691564 15.9891026 0.0000669
59208.370428272108654 15.9890056 0.0001126
59217.239525269257703 15.9892946 0.0000858
59230.185474608421920 15.9891385 0.0000788
59238.224826347873155 15.9892427 0.0000982
59252.081654985133227 15.9891839 0.0000403
59264.108506980885938 15.9890326 0.0001171
59272.073263854553968 15.9890446 0.0000699
59280.989641086134776 15.9891818 0.0000515
59288.001041680453957 15.9891436 0.0000541
59300.950925958755402 15.9890044 0.0000407
59309.056770940040653 15.9891775 0.0000517
