58260.027441757676024 10.3910803 0.0007110
58276.890752224618183 10.3911340 0.0005146
58307.795613076283167 10.3848683 0.0028959
58322.713552976387977 10.3905309 0.0005539
58340.679351665791605 10.3899110 0.0006288
58355.635601457136609 10.3902168 0.0006073
58371.632013564346385 10.3896881 0.0012914
58389.523217521336879 10.3917828 0.0008274
58440.464305211619251 10.3903267 0.0004847
58453.384328543148281 10.3916874 0.0017367
58467.367835330811817 10.3940860 0.0016880
58481.335659411164600 10.3919916 0.0006036
58524.241157107402118 10.3913173 0.0005448
58552.217661773161678 10.3907234 0.0005251
58567.032245091059480 10.3908135 0.0004830
59000.965972124699290 10.3907347 0.0001982
59008.821469816281324 10.3909086 0.0000219
59015.937673666362462 10.3908401 0.0000207
59022.866840433458678 10.3908720 0.0000126
59032.780439769809956 10.3908870 0.0000346
59044.894965271334320 10.3909060 0.0000177
59062.751215296515330 10.3909403 0.0000180
59075.662037006735337 10.3909318 0.0000120
59082.670196755589039 10.3909535 0.0000100
59093.745081023146916 10.3909513 0.0000162
59100.704803137320749 10.3909748 0.0000164
59113.586574069087368 10.3908878 0.0000732
59133.442419087814841 10.3910049 0.0000188
59156.514988405679979 10.3910069 0.0000134
59166.413368026163944 10.3910428 0.0000136
59175.380671281524975 10.3910920 0.0000128
59196.381423721780307 10.3911021 0.0000124
59208.413483653996438 10.3911750 0.0000172
59217.282928154330253 10.3911975 0.0000165
59230.230786933871867 10.3911857 0.0000143
59238.324710699699566 10.3912102 0.0000112
59252.128530114322941 10.3910494 0.0000069
59264.157986101877237 10.3913359 0.0000185
59272.121238331442021 10.3912098 0.0000367
59281.083622757744176 10.3912019 0.0000212
59288.045833358180671 10.3912162 0.0000347
59301.042187416629075 10.3911381 0.0000299
59309.176967294204282 10.3911391 0.0000701
59349.008333339759900 10.3911020 0.0000093
59360.006076378294623 10.3910753 0.0000151
59370.837499916304699 10.3911209 0.0000382
59380.831539411055760 10.3911405 0.0000143
59391.732581148829269 10.3909983 0.0000123
59403.803761496033833 10.3909332 0.0000191
59413.713252203776783 10.3912164 0.0001404
59425.694271017224883 10.3908923 0.0000205
59441.684317033272430 10.3909361 0.0000139
59449.552141130595830 10.3909387 0.0000143
59460.559953713791626 10.3909039 0.0000105
59468.555671279224057 10.3942166 0.0002796
59469.515219802726558 10.3909369 0.0000094
59489.534259207364360 10.3909116 0.0000067
59496.489641266135503 10.3909537 0.0000158
